comment,scale
"Tento film je čistá katastrofa, príbeh je hlúpy a strih je najhorší, aký som kedy videl, neskutočne vás zmätie.  ",0
Ryba je zle urobená a niektoré jej podvodné zábery sa vo filme opakujú aj tisíckrát.  ,0
"Naozaj, naozaj zlý film.  ",0
Herecké výkony sú hrozné a písanie horšie.  ,0
"Jediným možným spôsobom, ako by sa dal tento film uplatniť, by bolo ako krmivo MST3K.  ",0
Zaplatil som príliš veľa.  ,0
Tiež je skutočným zážitkom vidieť Anthonyho Quinna hrať Crazy Horse.  ,1
Bola to taká NUDA!  ,0
Žiadna zápletka!  ,0
Opäť žiadna zápletka.  ,0
Strašné!  ,0
Najhoršia hodina a pol môjho života! Preboha!  ,0
"Musel som na pár minút odísť z divadla, aby som si trochu uľavil!  ",0
Neznášam takéto filmy.  ,0
"Áno, film bol dosť nanič.  ",0
NEEXISTUJE ŽIADNY DEJ ANI DEJ!!  ,0
"Ak si pôjdete pozrieť tento film, vezmite si vankúš alebo priateľku/priateľa, aby ste sa zabavili.  ",0
Strašné.  ,0
"Nemyslím si, že som niekedy išiel do kina a nemal by som ho tak rád.  ",0
"Bola dobrá vec, že ​​lístky stáli len päť dolárov, pretože by som bol naštvaný, keby som zaplatil 7,5  dolárov, aby som videl túto kravinu.  ",0
"NIKTO sa s týmito postavami nestotožňuje, pretože všetko sú to lepenkové výrezy a stereotypy (alebo predvídateľne obrátené stereotypy).  ",0
"Toto je zlý film so zlým písaním a dobrými hercami... škaredá karikatúra od Paula Haggisa pre ľudí, ktorí nezvládnu nič iné ako odvážne ťahy v rozprávaní... obraz maľovaný pastelkami.  ",0
"Crash je depresívne maličkosť, ktorá vyvoláva emócie, ale nič vás nenaučí, ak už viete, že rasizmus a predsudky sú zlé veci.  ",0
Napriek tomu sa mi tento film páči pre jeho posilnenie postavenia žien; filmov ako je tento nie je dosť.  ,1
Váš mozog sa pokúsi vypnúť ako súčasť prvotného impulzu sebazáchovy.  ,0
"Zo zážitku zo sledovania tohto „filmu“ som zostal otrasený a trvalo mi dobré dve hodiny, kým som sa úplne zotavil.  ",0
Tento film sa teraz pripája k Revenge of the Boogeyman a Zombiez ako súčasť pekelnej trojice hororových filmov.  ,0
Toto rozlíšenie určite nemyslím v dobrom.  ,0
Myslím to hrozným spôsobom.  ,0
Tento film nemá žiadne užitočné vlastnosti.  ,0
Všetko je otrasné.  ,0
"Umelá práca s kamerou nám donekonečna predstavuje to najškaredšie nastavenie, aké si možno predstaviť, t. j.  ",0
Príbeh je viac ako hlúpy.  ,0
Scenár je... bol tam scenár?  ,0
Deti sú otravné.  ,0
Vedúci muž je bez charizmy.  ,0
Úplne bez zásluh na akejkoľvek úrovni je to podobné mučeniu.  ,0
Dokonca to zopakujem – toto je mučenie.  ,0
Možno by pre toto zverstvo existovalo rozumné vysvetlenie.  ,0
Nie je to príjemná cesta sebapoznania.  ,0
Veľmi neodporúčané.  ,0
"Ak táto premisa znie hlúpo, je to preto, že je.  ",0
"Áno, je to také zlé.  ",0
Vôbec nie je čo odporučiť.  ,0
Vynikajúci výkon pani  ,1
"Garbo, ktorá hneď na prvý pohľad ukázala, že jej talent sa môže preniesť z tichej éry (chcel som vidieť nejaké jej tiché práce, ale zdá sa, že Netflix ich nenaskladňuje.  ",1
"Je tiež skvelé vidieť, že renomovaná tichá scenáristka Frances Marion nepremeškala ani krok od ticha k zvuku.  ",1
"Tento film utrpel kvôli písaniu, potreboval viac napätia.  ",0
Bolo tam príliš veľa záberov zblízka.  ,0
"Ale okrem toho sa zdalo, že sa film vlečie a hrdinovia v skutočnosti nepracujú za svoju slobodu.  ",0
Ale tento film je určite podpriemerný nájom.  ,0
"""Bude sa ti to páčiť!  ",1
Tento film je ZLÝ.  ,0
Tak zlé.  ,0
Film je príliš dlhý.  ,0
Toto je určite jedna z tých zlých.  ,0
"Film, ktorý som dostal, bol na svoj vek veľmi kvalitný.  ",1
"John Wayne odviedol neuveriteľnú prácu za to, že bol vo filmovom priemysle taký mladý.  ",1
"Myslím, že tento starší film Johna Wayna musíte vidieť.  ",1
"Naozaj nechápem, ako sa tento film môže niekomu páčiť.  ",0
"Myslím, že som ešte nikdy nevidel film, ktorý by bol z polovice taký nudný ako tento samoľúby kus haraburdia.  ",0
"Pravdepodobne by bolo lepšie, keby režisér nestrávil väčšinu filmu predvádzaním vlastného umeleckého diela, čo naozaj nie je také pozoruhodné.  ",0
"Ďalšia vec, ktorá sa mi veľmi nepáčila, je, že keď postava dostala päsťou do tváre, čoskoro potom vychrlil galón krvi.  ",0
Jamie Foxx absolútne JE Ray Charles.  ,1
Jeho výkon je jednoducho geniálny.  ,1
"Vlastní film, rovnako ako Špaček vlastnil „Dcéru uhoľného baníka“ a Quaid vlastnil „Veľké ohnivé gule“.  ",1
"""V skutočnosti je ťažké zapamätať si, že rolu Raya Charlesa hrá a nehrá ju samotný muž.""  ",1
Ray Charles je legendárny.  ,1
"Život Raya Charlesa poskytol vynikajúci biografický materiál pre film, ktorý ďaleko presahuje rámec toho, že je len ďalším filmom o hudobníkovi.  ",1
Hitchcock je skvelý režisér.  ,1
"Je iróniou, že väčšinou považujem jeho filmy za totálnu stratu času na pozeranie.  ",0
"Po druhé, Hitchcock do značnej miery zdokonalil triler a naháňačku.  ",1
Práve toto podsúvanie publiku sabotuje väčšinu jeho filmov.  ,0
Preto celému príbehu chýba určitá energia.  ,0
"Dej jednoducho frčí ďalej ako stroj, zúfalo závislý od pridávania nových scén.  ",0
Existujú obvyklé Hitchcockove logické chyby.  ,0
Mishima je mimoriadne nezaujímavá.  ,0
"Toto je mrazivý, nevýrazný film o autorovi žijúcom/pracujúcom v mrazivej, nejasnej kultúre.  ",0
"Bytové rekonštrukcie neupútajú vašu pozornosť, pretože sú emocionálne unášané a stagnujúce.  ",0
"A zvyšok tam len sedí hrozne... s vojakmi spievajúcimi piesne o mužnosti, ku ktorej sa zaviazali, lámaním vlasov o čistote, obdivom mečov atď.",0
Dokáže vás unudiť na kusy a zabiť hybnosť filmu rýchlejšie ako ktokoľvek iný.  ,0
Schrader vytvoril životopis plný mizerných amatérskych filmov.  ,0
"Keď som prvýkrát videl tento film, v 8 -tych rokoch, páčil sa mi.  ",1
"Úplne ma očarila hudba, tanec... všetko.  ",1
"Nedávno som si to však celé pozrel znova na DVD a úplne ma zarazilo, aká extrémne hlúpa bola dejová línia – aké obsahoval diery, nezrovnalosti a – úprimne povedané – veľa svinstiev – a aký hrozný bol tanec.  ",0
Teda v realistickom svete by sa do toho baletného repertoáru NIKDY nedostala... Celé to bolo dosť úbohé.  ,0
Vývoju postavy tiež chýbala hĺbka.  ,0
"Woa, hovor o hroznom.  ",0
Nestrácaj svoj čas.  ,0
Bolo to príliš strašné.  ,0
"Najhorší, najšťastnejší dialóg... mohol by som pokračovať ďalej a ďalej.  ",0
"Ale to, čo ho skutočne robilo nepozerateľným, bola réžia.  ",0
Chudáci herci.  ,0
"Nedá sa ani povedať, či majú nejaký talent, pretože nielenže majú úbohé reči, ale režisér im nedal žiadnu akciu.  ",0
"Ak si na tejto stránke pozriete režisérovu filmografiu, zistíte, prečo tento film nemal šancu.  ",0
Toto by nebolo dobré ani ako stvorené pre televízny film.  ,0
"Ak dobrý úmysel urobil film skvelým, potom tento film môže byť jedným z najlepších filmov, aké boli kedy natočené.  ",1
"Film má skvelých hercov, majstra režiséra, výraznú tému – aspoň rádoby výraznú tému, podtón existenciálnej svetovej únavy z päťdesiatych rokov, vzdušné scény, ktoré mali nadchnúť zmysly aj predstavivosť, a postavy, o ktorých by sa dalo hlboká starostlivosť.  ",0
"Žiaľ, film zlyhá.  ",0
"Filmu chýba vizuálny záujem, dráma, vyjadrenie pocitov a oslava samotného vlastenectva, ktoré podčiarkuje rozprávanie.  ",0
Žiadna herečka nebola v tomto filme použitá horšie ako June Allison.  ,0
Napriek tomu ma to baví sledovať.  ,1
"Bohužiaľ, toto je zlý film, ktorý je jednoducho zlý.  ",0
"Zlý scenár, zlá réžia a príšerné herecké výkony z toho robia jednoducho zlé!  ",0
Dialóg bol nanič.  ,0
Kinematografia – ak sa to tak dá nazvať – je nanič.  ,0
Soundtrack bol nanič.  ,0
Herectvo bolo nanič.  ,0
Koncertné sekvencie boli nanič.  ,0
To bolo pekné.  ,1
To bolo vtipné.  ,1
Bolo to smiešne.  ,1
Celkovo bol tento film lacný odpad.  ,0
"Ale tento film nie je vtipný, vzhľadom na jeho smiešnosť.  ",0
Vyšiel som z toho nahnevaný.  ,0
"***SPOILERY*** Čokoľvek iné sa o tom dá (alebo nedá) povedať, SURFACE je vynikajúco spracovaný.  ",1
"Kinematografia je jednoducho ohromujúca (prinajmenšom) a fx nie sú ničím, ak nie sú najmodernejšie.  ",1
"Koncepčne, show ponúka trochu zo všetkého - a takmer pre každého (rodičov, deti, fantasy a / alebo fx fanúšikov).  ",1
"A ani jedna kyslá nôta nezaznela z hľadiska herectva; nejaký prekvapivo solídny odliatok, tu.  ",1
Vzhľadom na všetky veci ide o veľmi dobre vykonanú prácu.  ,1
"Vďaka dobre, takýto film bol natočený a vydaný.  ",1
"Je vysoko hodnotená ako skvelá noir-krimi dráma, neuveriteľné výkony Belmonda a Lina Venturu.  ",1
"Pozornosť venovaná každej postave a komplexné psychologické zobrazenia s podrobnosťami o lojalite, zrade, láske a nádeji sú obrovské.  ",1
"Je to vynikajúca dráma, výborný triler a výborný film.  ",1
Tam hore s tým najlepším z Melvilla.  ,1
Všetko na tomto filme je jednoducho neuveriteľné.  ,1
Túto cestu skutočne podniknete očami a dušou dieťaťa.  ,1
"BLACK WATER je thriller, ktorý dokáže úplne prekročiť svoje obmedzenia (je to nezávislý film) neustálym podkopávaním očakávaní, aby sa z neho stal intenzívny zážitok.  ",1
"Vystúpenia sú skutočné a napínavé, krokodíl je mimoriadne dobre urobený, ak sa dá veriť webovej stránke Čiernej vody, je to preto, že použili skutočné krokodíly a miesto v močiari je úžasné.  ",1
"Úplne som si to užil, keď Christopher Eccleston prevzal kontrolu nad TARDIS a pokračovaním série.  ",1
"Nie som si istý, čo sa týmto filmom snažil urobiť.  ",0
"Ak to malo zmeniť môj dobrý deň na noc znepokojujúcich spomienok, hádam sa mu to podarilo.  ",0
Je tam veľa krásnych miest.  ,1
"Bolo to vynútené, ako všetko v tomto filme.  ",0
Opäť chromý.  ,0
Tu ma film naozaj nahneval.  ,0
A ani ma nenavádzajte na trhanú kameru.  ,0
"Keď som to videl v divadle, myslel som, že mi bude zle.  ",0
Zhrnutie: Vtipy neboli vtipné.  ,0
"Dej - no, povedal som, že to nechám tak.  ",0
Herecké výkony boli zlé.  ,0
Veľmi zle.  ,0
"Ani Billy Bob sa nedokázal povzniesť nad scenár, čo bolo horšie.  ",0
Kameramanstvo - opäť zlé.  ,0
Hodnotenie:   z   .  ,0
Úžasné finále možno NAJLEPŠEJ trilógie všetkých čias!  ,1
Kieslowski ma neprestáva udivovať.  ,1
Je to jeden z mojich obľúbených režisérov a jeden z najtalentovanejších režisérov v histórii kinematografie.  ,1
"Jeho použitie farieb francúzskej vlajky v troch filmoch bolo neuveriteľné, každý záber, každá scéna bola ako umelecké dielo.  ",1
"Tri vizuálne najpríťažlivejšie filmy, aké som kedy videl.  ",1
A jeho jemné spojenia medzi týmito tromi filmami sú úžasné.  ,1
"Musím to spomenúť a je to obrovský SPOILER, páčil sa mi ten koniec, ako všetky postavy troch filmov boli zvyšnými preživšími katastrofu trajektu, pričom Valentine a mladý sudca spolu a starý muž to na nej sledoval. TV, upevňujúc svoje šťastie nad utrpením, s ktorým sa vyrovnával tie dlhé roky.  ",1
"Nevedel som si predstaviť lepší spôsob ukončenia filmu, ale úsmev na tvári, skvelý spôsob, ako zabaliť úžasný film a trilógiu!  ",1
"Odporúčam pre KAŽDÉHO, kto má rád film, filmy, čokoľvek...Umelecké dielo!  ",1
   z    pre film aj trilógiu.  ,1
Pri pozeraní tohto filmu som sa doslova povracal.  ,0
"Myslím, že som bol jedným z ľudí, ktorí našli túto ďalšiu z Rothových perál.  ",1
"jeho výkon, ako bol ocenený, bol ohromujúci.  ",1
"Príbeh, ktorý tak výrečne vyrozprával Francis Ford Coppola pred 25 rokmi, sa skutočne odvíja postupne a ponecháva priestor na rozvoj postáv.  ",1
V najúžasnejšom mieste sa skrýva príbeh kontrastu.  ,1
"Celkovo vzaté, krásny režírovaný film od Nicolovho roega so skvelým hereckým obsadením.  ",1
"Živím sa prekladom filmov a toto je prvý film počas mojej 5-ročnej pracovnej skúsenosti, ktorý som považoval za urážlivý pre moju inteligenciu.  ",0
"Ale keď sa niekto usiluje o veľkosť a poéziu, no prináša zmätený (a často smiešny) príbeh, množstvo nesúrodých scén, domýšľavé dialógy... Potom dostanete ten najhorší druh filmu, ktorý nejaký iný recenzent veľmi presne definoval ako „náročný svinstvo“.  ",0
"Tým, ktorí považujú tento film za inteligentný alebo dokonca majstrovský, môžem len povedať - je to vaša inteligencia a vaša predstavivosť, ktorú ste zjavne použili na to, aby ste sa pokúsili dať tomuto úbohému pokusu nejaký zmysel (je v našej ľudskej povahe snažiť sa veciam dávať zmysel) .  ",0
"Ešte niečo: Veľmi dobre znášam politickú nekorektnosť, som za umeleckú slobodu a pozastavenie nevery, ale slovanskej ženskej postavy bolo už priveľa.  ",0
Toto je taký zábavný a vtipný film.  ,1
Veľmi zábavné vo všetkých uhloch.  ,1
"Vyznačuje sa nezvyčajným množstvom nezabudnuteľných, psychotických, ale roztomilých orechov.  ",1
"Takže pre naše potešenie ich môžeme vidieť pobehovať, hrať hry a byť nebezpeční.  ",1
Má to dokonca svoje sladké chvíle.  ,1
Opravár telefónov bol naozaj zábavný a jeho reakcie na šialeného a sprostého šéfa boli skutočne úprimné.  ,1
Všetky postavy v tomto filme sú veľmi dobre zahrané.  ,1
A naozaj mi prišli vtipné.  ,1
Toto je skutočne veľmi inteligentný film.  ,1
Je tu brilantný zvratový koniec.  ,1
"""Milujem to.  ",1
"Ten koniec je taký, TAK dokonalý... slza vám vyroní.  ",1
"Som tak nadšený, keď som videl takýto film.  ",1
Teraz na to nikdy nezabudnem.  ,1
Nie je to len kult... je to kultová KLASIKA.  ,1
Ktorý má väčšiu hĺbku a charakter ako muž pod ním.  ,0
Tento film je hrozný.  ,0
"Pre tých, ktorí to nevideli, nestrácajte čas!  ",0
Nazvať tento film drámou je smiešne!  ,0
"Začal som to sledovať, ale neveril som žiadnej z postáv.  ",0
Najmä vzťah medzi asistentkou v pekárni a čašníčkou mi vôbec nefungoval.  ,0
"Bol to veľmi povrchný film a dal mi pocit, že pozerám skôr hru ako film.  ",0
Postavy boli veľmi 'scénické' a dej veľmi pripomínal javiskovú frašku.  ,0
"V čase, keď pyroman zrazil asistenta, už som sa nudil a bolo mi jedno, čo bude ďalej, a tak som vypol.  ",0
"Som rád, že som neplatil, aby som to videl.  ",0
Ani raz som sa neusmial a ani neusmial.  ,0
"Ale nebolo to vôbec nič, len jedno veľké zívnutie...  ",0
Je to naozaj dobrá show na pozeranie.  ,1
Je to veľmi poučné pre deti od   do 8 rokov.  ,1
Barney je určite super DE duper.  ,1
je dosť vtipné.  ,1
Babie Bop je veľmi roztomilý.  ,1
Deti sú tiež veľmi cool.  ,1
"Ale ""Storm Trooper"" nie je ani taký zlý, aby sa dostal do zoznamu úžasne hrozných filmov.  ",0
Je to len chromé.  ,0
"Chlapík, ktorý povedal, že má lepší dialóg so svojimi rastlinami v črepníkoch, má pravdu.  ",0
Všetko na tomto filme je hlúpe.  ,0
"Aj keď máte radi zlé filmy, nepozerajte tento film.  ",0
Je to hanebné.  ,0
"Ak by som mohol, dal by som tomuto televíznemu seriálu    plus.  ",1
"Scenáristi boli ""úchvatní"" a myslím, že najlepší herci a herečky boli bonusom k seriálu. Tieto postavy boli také skutočné.  ",1
"Musím povedať, že som si nahral väčšinu epizód a zistil som, že ich pozerám znova a znova.  ",1
"Teraz už viete, prečo som tomu dal   +!  ",1
"Neviem presne, o čo ide v tomto filme, ale pustili sme sa do tohto milého filmu a stal sa špeciálnou súčasťou spomienok našej rodiny.  ",1
"Tento film úplne a absolútne odporúčam každému, kto má rád dobré zdravé rodinné filmy, pretože presne taký je.  ",1
"Veci, do ktorých sa štyri deti dostanú, je úplne zábavné sledovať.  ",1
"Toto je jeden z najlepších filmov, ktorý k sebe navzájom ukazuje také silné súrodenecké puto.  ",1
"Oveľa zaujímavejšie, viac akcie, viac napätia a menej zbytočných kontroverzií.  ",1
Všetko od herectva po kinematografiu bolo solídne.  ,1
Určite sa oplatí pozrieť.  ,1
Damian je taký talentovaný a všestranný v toľkých spôsoboch písania a zobrazovania rôznych postáv na obrazovke.  ,1
Tento film má v sebe štipku.  ,1
"Som veľmi rád, že existuje taký moderný génius, ktorý sa nechá viesť vášňou pre umenie a vezme nás ako publikum so sebou.  ",1
"Nové postavy neboli také nezabudnuteľné a pristihla som sa, že som zabúdala, kto je kto.  ",0
"Mal som pocit, akoby jej odchod do Írska nerobil absolútne nič.  ",0
"Nevyvolalo to vo mne strach, hrôzu, ani ma to neprinútilo súcitiť s postavami; bolo to jednoducho otravné.  ",0
Nepríjemné boli aj trhavé pohyby kamery.  ,0
Dej bol rovnaký ako u každého iného lacného hororu.  ,0
"Vyskytlo sa niekoľko žalostných pokusov dodať postavám hĺbku, ale do zvyšku deja to veľmi nefungovalo.  ",0
"Predpokladám, že to mal byť šikovný obrat, potom vniesť trochu svetla do situácie, ale bola to jednoducho hlúposť.  ",0
